title_id	title_type	primary_title	original_title	is_adult	start_year	end_year	runtime_minutes
tt1180206	tvEpisode	Episode #1.5235	Episode #1.5235	0	2008	\N	\N
tt11802242	tvEpisode	Episode dated 10 May 2009	Episode dated 10 May 2009	1	2009	\N	\N
tt1180309	short	Goodtime Charlie	Goodtime Charlie	0	2007	\N	7
tt11804152	movie	Till Death	Till Death	0	2021	\N	88
tt11804540	tvEpisode	Episode #1.24	Episode #1.24	0	2017	\N	11
tt11805256	tvEpisode	Episode #1.116	Episode #1.116	0	\N	\N	\N
tt11806518	tvEpisode	Episode #1.1626	Episode #1.1626	0	\N	\N	\N
tt11806684	tvEpisode	Episode #1.88	Episode #1.88	0	2018	\N	\N
tt11809400	tvEpisode	Episode #1.25	Episode #1.25	0	1983	\N	\N
tt1181165	tvEpisode	Episode #1.53	Episode #1.53	0	2007	\N	\N
tt11811836	tvEpisode	Episode #1.940	Episode #1.940	0	\N	\N	\N
tt1181216	tvEpisode	Episode dated 29 January 2008	Episode dated 29 January 2008	0	2008	\N	\N
tt11813196	tvEpisode	Episode #1.6601	Episode #1.6601	0	1981	\N	30
tt11814296	video	Lost and Found	Lost and Found	0	2018	\N	3
tt1181449	short	In the Wood Shed She Said She Would	In the Wood Shed She Said She Would	0	1929	\N	3
tt11817944	tvEpisode	Episode #7.7	Episode #7.7	0	2006	\N	\N
tt11818820	tvEpisode	Episode dated 30 November 2018	Episode dated 30 November 2018	0	2018	\N	\N
tt11819146	tvEpisode	Episode #1.190	Episode #1.190	0	\N	\N	\N
tt11820050	tvEpisode	Episode #1.299	Episode #1.299	0	2017	\N	22
tt11822922	tvEpisode	Episode #1.847	Episode #1.847	0	2015	\N	\N
tt11825388	tvEpisode	Episode #1.893	Episode #1.893	0	\N	\N	\N
tt11825458	tvEpisode	Episode #1.1328	Episode #1.1328	0	\N	\N	\N
tt11833162	tvEpisode	Episode #1.13	Episode #1.13	0	2020	\N	\N
tt11836842	tvEpisode	Episode #1.102	Episode #1.102	0	2004	\N	\N
tt11837938	tvEpisode	Episode #1.122	Episode #1.122	0	\N	\N	\N
tt11838636	tvEpisode	Episode #1.3	Episode #1.3	0	\N	\N	\N
tt1184064	tvEpisode	Episode #5.16	Episode #5.16	0	2007	\N	\N
tt11843220	tvEpisode	Episode #1.1486	Episode #1.1486	0	\N	\N	\N
tt1184381	tvEpisode	Episode #2.9	Episode #2.9	0	2006	\N	\N
tt11843952	tvEpisode	Episode #3.116	Episode #3.116	0	1997	\N	\N
tt11846504	tvEpisode	Episode dated 3 October 2000	Episode dated 3 October 2000	0	2000	\N	\N
tt11851422	tvEpisode	Episode #1.5130	Episode #1.5130	0	1993	\N	\N
tt1185216	tvEpisode	Episode #3.2	Episode #3.2	0	1975	\N	\N
tt11853536	tvEpisode	Episode #1.2	Episode #1.2	0	2012	\N	\N
tt11855472	tvEpisode	Episode #7.90	Episode #7.90	0	\N	\N	\N
tt11855662	tvEpisode	Episode #26.74	Episode #26.74	0	2019	\N	\N
tt11856970	tvEpisode	Episode #1.56	Episode #1.56	0	\N	\N	\N
tt11860782	tvEpisode	Episode #1.40	Episode #1.40	0	2016	\N	\N
tt11861440	tvEpisode	Episode #1.23	Episode #1.23	0	\N	\N	\N
tt11861640	tvEpisode	Episode #1.301	Episode #1.301	0	\N	\N	\N
tt11861720	tvEpisode	Episode #1.69	Episode #1.69	0	\N	\N	\N
tt11862940	tvEpisode	Episode #1.2429	Episode #1.2429	0	\N	\N	\N
tt11863148	tvEpisode	Episode #1.2658	Episode #1.2658	0	\N	\N	\N
tt11865636	tvMovie	Professionals	Professionals	0	2020	\N	\N
tt11866506	tvEpisode	Episode #1.11	Episode #1.11	0	2015	\N	\N
tt1186946	tvEpisode	Episode #1.21	Episode #1.21	0	2007	\N	\N
tt1187075	tvEpisode	Episode #1.114	Episode #1.114	0	2008	\N	\N
tt11873320	tvEpisode	Episode #6.27	Episode #6.27	0	2014	\N	\N
tt11875744	tvEpisode	Episode #1.16	Episode #1.16	0	\N	\N	\N
tt11876178	tvEpisode	Episode #1.104	Episode #1.104	0	\N	\N	\N
tt11876300	tvEpisode	Episode #1.310	Episode #1.310	0	\N	\N	\N
tt1187899	tvEpisode	Episode #3.22	Episode #3.22	0	2008	\N	\N
tt11882986	tvEpisode	Episode #1.130	Episode #1.130	0	\N	\N	\N
tt11883126	tvEpisode	Episode #1.892	Episode #1.892	0	\N	\N	\N
tt11883878	short	We, France's Undocumented Immigrants	Nous, sans-papiers de France	0	1997	\N	3
tt11884806	video	Weetabix Tasty Duo: I Ritardatari	Weetabix Tasty Duo: I Ritardatari	0	2019	\N	1
tt11885104	tvEpisode	Episode #2.9	Episode #2.9	0	\N	\N	\N
tt1188558	tvEpisode	Episode dated 12 February 2008	Episode dated 12 February 2008	0	2008	\N	\N
tt11886076	tvEpisode	Episode dated 18 February 2020	Episode dated 18 February 2020	0	2020	\N	\N
tt11886172	tvSeries	The Eighth Son? That Can't Be Right!	The Eighth Son? That Can't Be Right!	0	2020	\N	24
tt11886388	tvEpisode	Episode #1.1642	Episode #1.1642	0	2018	\N	\N
tt11888174	tvEpisode	Episode #1.131	Episode #1.131	0	\N	\N	\N
tt11888184	tvEpisode	Episode #1.135	Episode #1.135	0	\N	\N	\N
tt1188849	tvEpisode	Episode #18.1	Episode #18.1	0	1989	\N	\N
tt11891236	tvEpisode	Episode #1.6	Episode #1.6	0	2019	\N	\N
tt11892352	tvEpisode	Episode dated 4 January 2010	Episode dated 4 January 2010	0	2010	\N	\N
tt11899058	tvMiniSeries	Heroes Reborn: Damen Peak	Heroes Reborn: Damen Peak	0	2015	2016	\N
tt11900532	tvEpisode	Episode #1.552	Episode #1.552	0	\N	\N	\N
tt11900536	tvEpisode	Episode #1.554	Episode #1.554	0	\N	\N	\N
tt11900550	tvEpisode	Episode #1.559	Episode #1.559	0	\N	\N	\N
tt11903570	tvEpisode	Episode #1.175	Episode #1.175	0	\N	\N	30
tt11903688	tvEpisode	Episode #14.118	Episode #14.118	0	\N	\N	\N
tt11903700	tvEpisode	Episode #1.102	Episode #1.102	0	\N	\N	\N
tt11903886	tvEpisode	Episode #1.1359	Episode #1.1359	0	\N	\N	\N
tt11904414	tvEpisode	Episode #5.201	Episode #5.201	0	\N	\N	\N
tt11906072	tvEpisode	Episode #9.212	Episode #9.212	0	2015	\N	\N
tt11907390	tvEpisode	Episode #1.50	Episode #1.50	0	\N	\N	\N
tt11907422	tvEpisode	Episode #1.243	Episode #1.243	0	\N	\N	\N
tt11908606	tvEpisode	Episode #1.1879	Episode #1.1879	0	2019	\N	\N
tt11911144	tvEpisode	Episode dated 9 March 2001	Episode dated 9 March 2001	0	2001	\N	\N
tt11913802	tvEpisode	Episode #1.996	Episode #1.996	0	\N	\N	\N
tt1191424	tvEpisode	Episode #1.6	Episode #1.6	0	2005	\N	\N
tt1191440	tvEpisode	Episode dated 29 October 1998	Episode dated 29 October 1998	0	1998	\N	\N
tt11914932	tvEpisode	Episode #1.296	Episode #1.296	0	\N	\N	30
tt11919708	tvEpisode	Episode #1.226	Episode #1.226	0	\N	\N	\N
tt11922090	short	LAME	LAME	0	2021	\N	10
tt11925230	tvEpisode	Episode #4.28	Episode #4.28	0	2019	\N	\N
tt1192610	movie	Valentine	Cris-ka-ja baa sut sut	0	2008	\N	\N
tt1192654	tvEpisode	Episode #1.15	Episode #1.15	0	2006	\N	\N
tt11926748	tvEpisode	Episode #1.51	Episode #1.51	0	\N	\N	\N
tt11927478	tvEpisode	Episode #1.502	Episode #1.502	0	\N	\N	\N
tt11928180	tvEpisode	Episode #8.151	Episode #8.151	0	2020	\N	19
tt11928898	tvEpisode	Episode #1.36	Episode #1.36	0	2020	\N	\N
tt11930070	tvEpisode	Episode #9.228	Episode #9.228	0	2015	\N	\N
tt11930578	tvEpisode	Episode #1.37	Episode #1.37	0	\N	\N	\N
tt11932108	tvEpisode	Episode #1.243	Episode #1.243	0	\N	\N	22
tt1193277	tvEpisode	Episode #1.39	Episode #1.39	0	1997	\N	\N
tt11935966	tvEpisode	Episode #1.856	Episode #1.856	0	\N	\N	22
tt11936524	tvEpisode	Episode #1.756	Episode #1.756	0	\N	\N	\N
tt1193768	tvEpisode	Episode #1.109	Episode #1.109	0	1998	\N	\N
tt11937956	tvEpisode	Episode #1.377	Episode #1.377	0	\N	\N	30
tt11938052	tvEpisode	Episode #1.799	Episode #1.799	0	\N	\N	\N
tt1193809	tvEpisode	Episode #1.75	Episode #1.75	0	1997	\N	\N
tt11943102	tvEpisode	Episode #1.101	Episode #1.101	0	\N	\N	23
tt11948722	tvEpisode	Episode #1.1148	Episode #1.1148	0	\N	\N	\N
tt11949866	tvEpisode	Episode #1.45	Episode #1.45	0	2019	\N	\N
tt1195258	tvEpisode	Episode #1.27	Episode #1.27	0	2004	\N	\N
tt11954046	tvEpisode	Episode #1.426	Episode #1.426	0	\N	\N	\N
tt11955488	tvEpisode	Episode #15.241	Episode #15.241	0	\N	\N	\N
tt11956062	tvEpisode	Episode #1.1490	Episode #1.1490	0	\N	\N	22
tt11956778	tvEpisode	Episode #1.5465	Episode #1.5465	0	1987	\N	\N
tt1195829	short	The Sheep Runners	The Sheep Runners	0	1914	\N	\N
tt11961238	tvEpisode	Episode #1.665	Episode #1.665	0	\N	\N	\N
tt11964686	tvEpisode	Episode #1.79	Episode #1.79	0	\N	\N	\N
tt11964906	tvEpisode	Episode #1.1148	Episode #1.1148	0	\N	\N	\N
tt11965142	tvEpisode	Episode #1.193	Episode #1.193	0	\N	\N	23
tt11965188	tvEpisode	Episode #1.1532	Episode #1.1532	0	\N	\N	\N
tt11966668	tvEpisode	Episode #1.19	Episode #1.19	0	\N	\N	\N
tt11968922	tvEpisode	Episode dated 18 October 2019	Episode dated 18 October 2019	0	2019	\N	\N
tt1197060	tvEpisode	Episode #9.10	Episode #9.10	0	2000	\N	\N
tt11971052	tvEpisode	Episode #1.1053	Episode #1.1053	0	2019	\N	30
tt1197196	tvEpisode	Episode #1.134	Episode #1.134	0	2002	\N	\N
tt11975744	tvEpisode	Episode dated 16 September 2019	Episode dated 16 September 2019	0	2019	\N	\N
tt11975806	tvEpisode	Episode dated 17 October 2019	Episode dated 17 October 2019	0	2019	\N	\N
tt1197595	tvEpisode	Episode #1.1	Episode #1.1	0	2000	\N	44
tt11976854	tvEpisode	Episode #1.147	Episode #1.147	0	2006	\N	\N
tt11978568	tvEpisode	Episode #1.698	Episode #1.698	0	\N	\N	\N
tt1197946	tvEpisode	Episode #1.71	Episode #1.71	0	1965	\N	30
tt11981920	tvEpisode	Episode #11.19	Episode #11.19	0	2017	\N	\N
tt11983034	tvEpisode	Episode #1.481	Episode #1.481	0	\N	\N	60
tt1198780	tvEpisode	Episode dated 1 March 2008	Episode dated 1 March 2008	0	2008	\N	\N
tt11987968	tvEpisode	Episode #1.147	Episode #1.147	0	\N	\N	\N
tt11988142	tvEpisode	Episode dated 1 December 1992	Episode dated 1 December 1992	0	1992	\N	\N
tt11988692	tvEpisode	Episode #1.464	Episode #1.464	0	\N	\N	\N
tt11989210	tvEpisode	Episode #1.355	Episode #1.355	0	\N	\N	\N
tt11989400	tvEpisode	Episode #13.79	Episode #13.79	0	2020	\N	\N
tt11992446	tvEpisode	Max von Sydow	Max von Sydow	0	2015	\N	\N
tt11993120	tvEpisode	Episode #1.1296	Episode #1.1296	0	\N	\N	22
tt11995948	tvEpisode	Episode #1.743	Episode #1.743	0	1997	\N	\N
tt11999540	tvEpisode	Episode #1.111	Episode #1.111	0	\N	\N	\N
tt12004656	tvEpisode	Episode #1.725	Episode #1.725	0	\N	\N	22
tt1200753	tvEpisode	Episode #9.47	Episode #9.47	0	2008	\N	\N
tt12011742	tvEpisode	Episode #1.382	Episode #1.382	0	\N	\N	\N
tt1201401	tvEpisode	Episode #4.7	Episode #4.7	0	1993	\N	24
tt12014590	tvEpisode	Episode #1.10	Episode #1.10	0	2019	\N	\N
tt12018242	tvEpisode	Episode #1.327	Episode #1.327	0	\N	\N	\N
tt12022944	tvEpisode	Episode #1.204	Episode #1.204	0	\N	\N	\N
tt1202298	tvSeries	Monsters of Destruction	Monsters of Destruction	0	2005	2006	56
tt12025028	tvEpisode	Episode dated 16 April 2020	Episode dated 16 April 2020	0	2020	\N	\N
tt12027300	tvEpisode	Episode #1.25	Episode #1.25	0	2018	\N	\N
tt12028064	tvEpisode	Episode dated 26 April 1971	Episode dated 26 April 1971	0	1971	\N	\N
tt1203109	tvEpisode	Episode #2.3	Episode #2.3	0	2007	\N	\N
tt12032198	tvEpisode	Episode #1.17	Episode #1.17	0	2006	\N	50
tt1203246	tvEpisode	The Mine's Mark	The Mine's Mark	0	1999	\N	22
tt12033510	tvEpisode	Episode #1.314	Episode #1.314	0	\N	\N	\N
tt12035880	tvEpisode	Episode #1.2520	Episode #1.2520	0	\N	\N	21
tt12040824	tvEpisode	Episode #1.1216	Episode #1.1216	0	\N	\N	22
tt12041416	tvEpisode	Episode #1.329	Episode #1.329	0	\N	\N	\N
tt12041666	tvEpisode	Episode dated 2 April 2020	Episode dated 2 April 2020	0	2020	\N	\N
tt12041670	tvEpisode	Episode dated 3 April 2020	Episode dated 3 April 2020	0	2020	\N	\N
tt12042320	tvEpisode	Episode #36.16	Episode #36.16	0	2020	\N	\N
tt12045048	tvEpisode	Episode #1.620	Episode #1.620	0	\N	\N	\N
tt12046174	tvEpisode	Episode #1.863	Episode #1.863	0	\N	\N	22
tt12046294	tvEpisode	Episode #1.2626	Episode #1.2626	0	\N	\N	22
tt12046310	tvEpisode	Episode #1.2634	Episode #1.2634	0	\N	\N	22
tt12051278	tvEpisode	Episode #1.746	Episode #1.746	0	\N	\N	22
tt12051496	tvEpisode	Episode #1.713	Episode #1.713	0	\N	\N	\N
tt12052500	tvEpisode	Episode #22.11	Episode #22.11	0	\N	\N	\N
tt12055990	tvEpisode	Episode #4.104	Episode #4.104	0	\N	\N	\N
tt12056060	tvEpisode	Episode #2.71	Episode #2.71	0	\N	\N	\N
tt1205615	tvEpisode	Episode #1.13231	Episode #1.13231	0	2008	\N	\N
tt12056988	tvEpisode	Episode #1.2675	Episode #1.2675	0	\N	\N	22
tt1205862	tvEpisode	Episode dated 14 March 2008	Episode dated 14 March 2008	0	2008	\N	\N
tt12064082	tvSeries	Miximals	Miximals	0	2018	2018	\N
tt12066402	tvEpisode	Episode #14.92	Episode #14.92	0	2020	\N	\N
tt1206667	tvEpisode	Episode dated 7 March 2003	Episode dated 7 March 2003	0	2003	\N	\N
tt12066900	tvEpisode	Episode #1.1275	Episode #1.1275	0	\N	\N	\N
tt12068842	tvEpisode	Episode #1.718	Episode #1.718	0	\N	\N	\N
tt12071346	tvEpisode	Episode dated 3 March 2020	Episode dated 3 March 2020	0	2020	\N	\N
tt12072404	tvEpisode	Episode #1.6	Episode #1.6	0	2020	\N	\N
tt12075064	tvEpisode	Episode #23.9	Episode #23.9	0	\N	\N	\N
tt12075972	tvEpisode	Episode #1.226	Episode #1.226	0	2020	\N	\N
tt12079920	tvEpisode	Episode #1.3305	Episode #1.3305	0	\N	\N	21
tt12081336	tvEpisode	Episode #1.3162	Episode #1.3162	0	\N	\N	21
tt12081554	tvEpisode	Episode #1.537	Episode #1.537	0	\N	\N	\N
tt1208180	tvEpisode	Going Ape	Going Ape	0	1986	\N	23
tt12093762	tvEpisode	Episode dated 8 April 2020	Episode dated 8 April 2020	0	2020	\N	\N
tt12095504	tvEpisode	Episode dated 18 March 1998	Episode dated 18 March 1998	0	1998	\N	\N
tt12096104	tvEpisode	Episode #1.599	Episode #1.599	0	\N	\N	\N
tt12097278	tvEpisode	Episode #1.43	Episode #1.43	0	\N	\N	\N
tt12097510	tvEpisode	Episode #1.3	Episode #1.3	0	2003	\N	\N
tt12097812	tvEpisode	Episode #1.916	Episode #1.916	0	\N	\N	\N
tt12099226	tvEpisode	Episode #1.4	Episode #1.4	0	1975	\N	\N
tt12100106	tvEpisode	Stop 8 - GetzenRodeo	Stop 8 - GetzenRodeo	0	2019	\N	\N
tt1210236	tvEpisode	Episode #1.3306	Episode #1.3306	0	2008	\N	25
tt12108272	movie	Close Encounters of the Fifth Kind	Close Encounters of the Fifth Kind	0	2020	\N	120
tt12108484	tvEpisode	Episode #1.138	Episode #1.138	0	\N	\N	\N
tt12113154	tvEpisode	Episode #1.861	Episode #1.861	0	2008	\N	\N
tt12113834	tvEpisode	Episode #1.814	Episode #1.814	0	\N	\N	\N
tt12113944	tvEpisode	Episode #1.409	Episode #1.409	0	\N	\N	\N
tt12114022	tvEpisode	Episode #1.680	Episode #1.680	0	\N	\N	\N
tt12114106	tvEpisode	Episode #3.33	Episode #3.33	0	\N	\N	\N
tt12116930	tvEpisode	Episode #2.10	Episode #2.10	0	2019	\N	\N
tt12120460	tvEpisode	Episode #1.136	Episode #1.136	0	1991	\N	\N
tt12120600	tvEpisode	Episode #1.2	Episode #1.2	0	2011	\N	\N
tt12121160	short	Los zapatos del padre Judas	Los zapatos del padre Judas	0	2020	\N	\N
tt12121428	tvEpisode	Episode #4.125	Episode #4.125	0	2020	\N	\N
tt1212287	tvEpisode	Episode #1.2	Episode #1.2	0	1970	\N	\N
tt1212437	movie	Print	Print	0	2008	\N	\N
tt1212499	tvEpisode	Episode #1.39	Episode #1.39	0	2007	\N	\N
tt1212580	tvEpisode	Episode #7.15	Episode #7.15	0	1974	\N	\N
tt1212855	tvEpisode	Episode #5.26	Episode #5.26	0	2008	\N	\N
tt12129640	tvEpisode	Episode #1.435	Episode #1.435	0	\N	\N	\N
tt12130782	tvEpisode	Episode dated 11 October 1992	Episode dated 11 October 1992	0	1992	\N	\N
tt12134366	tvEpisode	Episode #1.189	Episode #1.189	0	\N	\N	\N
tt1214041	tvEpisode	Episode #1.11	Episode #1.11	0	1969	\N	\N
tt12145198	tvEpisode	Episode #2.44	Episode #2.44	0	1953	\N	\N
tt12146518	tvEpisode	Episode #1.1616	Episode #1.1616	0	2017	\N	\N
tt12148428	tvEpisode	Episode #1.729	Episode #1.729	0	\N	\N	\N
tt12148652	tvEpisode	Episode #1.1463	Episode #1.1463	0	\N	\N	\N
tt12149134	tvEpisode	Episode #1.850	Episode #1.850	0	\N	\N	\N
tt12151894	tvEpisode	Episode #1.23	Episode #1.23	0	\N	\N	\N
tt12154208	tvEpisode	Episode #1.430	Episode #1.430	0	\N	\N	\N
tt1215791	tvEpisode	Episode #1.6	Episode #1.6	0	1995	\N	\N
tt12160856	tvEpisode	Episode #1.72	Episode #1.72	0	\N	\N	\N
tt12161990	tvEpisode	Episode #1.179	Episode #1.179	0	\N	\N	\N
tt12161998	tvEpisode	Episode dated 15 August 1950	Episode dated 15 August 1950	0	1950	\N	\N
tt12162422	tvEpisode	Episode #1.972	Episode #1.972	0	\N	\N	\N
tt12162606	tvEpisode	Episode #1.98	Episode #1.98	0	2019	\N	\N
tt12162614	tvEpisode	Episode #1.41	Episode #1.41	0	\N	\N	\N
tt12166294	tvEpisode	Episode #1.40	Episode #1.40	0	\N	\N	\N
tt12167630	tvEpisode	Episode #1.123	Episode #1.123	0	\N	\N	\N
tt12167680	tvEpisode	Episode #1.108	Episode #1.108	0	2020	\N	\N
tt12168578	tvEpisode	Episode #1.1093	Episode #1.1093	0	2016	\N	\N
tt12170540	tvEpisode	Episode #1.7	Episode #1.7	0	2020	\N	\N
tt12171810	tvEpisode	Episode #1.3290	Episode #1.3290	0	2020	\N	\N
tt12173784	tvEpisode	Episode #5.104	Episode #5.104	0	\N	\N	\N
tt12174438	video	Psychoface	Psychoface	0	2017	\N	1
tt12178380	tvEpisode	Episode #1.150	Episode #1.150	0	2019	\N	\N
tt12181598	tvSeries	Head High	Head High	0	2020	\N	\N
tt12182544	tvEpisode	Episode #1.2	Episode #1.2	0	2020	\N	10
tt12185676	tvEpisode	Episode #1.10	Episode #1.10	0	\N	\N	\N
tt12185700	tvEpisode	Episode #1.20	Episode #1.20	0	\N	\N	\N
tt12186720	tvEpisode	Episode #1.1	Episode #1.1	0	1996	\N	\N
tt12194654	tvEpisode	Episode #1.64	Episode #1.64	0	2020	\N	60
tt12194982	tvEpisode	Episode #2.22	Episode #2.22	0	2020	\N	\N
tt12195152	tvEpisode	Episode #2.157	Episode #2.157	0	1995	\N	\N
tt12197212	tvEpisode	Episode #1.12	Episode #1.12	0	1982	\N	\N
tt12199536	tvSeries	The Rhapsody of A Summer Dream	The Rhapsody of A Summer Dream	0	\N	\N	\N
tt12200960	tvEpisode	Episode #1.22	Episode #1.22	0	\N	\N	\N
tt1220214	movie	Heartless	Heartless	0	2009	\N	114
tt12202524	tvEpisode	Episode #1.95	Episode #1.95	0	\N	\N	\N
tt12205782	tvEpisode	Episode #1.1	Episode #1.1	0	2020	\N	\N
tt12208154	tvEpisode	Episode #1.1232	Episode #1.1232	0	\N	\N	\N
tt12208836	tvEpisode	Episode #8.3	Episode #8.3	0	\N	\N	\N
tt12209058	tvEpisode	Episode #1.88	Episode #1.88	0	\N	\N	\N
tt12209760	tvEpisode	Episode dated 22 May 1977	Episode dated 22 May 1977	0	1977	\N	\N
tt12211760	tvEpisode	Episode #1.13	Episode #1.13	0	2020	\N	60
tt12212482	tvEpisode	Episode #5.26	Episode #5.26	0	\N	\N	\N
tt12217028	tvEpisode	Episode dated 27 April 2020	Episode dated 27 April 2020	0	2020	\N	\N
tt1221949	short	Screen Snapshots Series 12, No. 12	Screen Snapshots Series 12, No. 12	0	1932	\N	\N
tt1222388	tvEpisode	Episode #1.4277	Episode #1.4277	0	2008	\N	\N
tt1222413	tvEpisode	Episode dated 15 August 1980	Episode dated 15 August 1980	0	1980	\N	\N
tt12225360	tvEpisode	Episode #1.180	Episode #1.180	0	\N	\N	\N
tt12227576	short	5 Sehr Kurze Szenen	5 Sehr Kurze Szenen	0	2010	\N	\N
tt12232416	tvEpisode	Episode #5.24	Episode #5.24	0	\N	\N	\N
tt12232426	tvEpisode	Episode #1.28	Episode #1.28	0	1951	\N	\N
tt12236118	short	Fatras, mon jeu de cinéma	Fatras, mon jeu de cinéma	0	2007	\N	\N
tt12236650	tvEpisode	Episode #1.157	Episode #1.157	0	\N	\N	24
tt12238162	tvEpisode	Episode #10.185	Episode #10.185	0	2003	\N	\N
tt12238178	tvEpisode	Episode #10.193	Episode #10.193	0	2003	\N	\N
tt12238260	tvEpisode	Episode #8.125	Episode #8.125	0	2001	\N	\N
tt12240176	tvEpisode	Episode dated 30 April 2020	Episode dated 30 April 2020	0	2020	\N	\N
tt12243006	tvSpecial	Best 50 Videogames Ever	Best 50 Videogames Ever	0	2002	\N	56
tt1224355	tvEpisode	Episode dated 3 March 2008	Episode dated 3 March 2008	0	2008	\N	\N
tt12244308	tvEpisode	Episode #1.1650	Episode #1.1650	0	2013	\N	\N
tt12245160	tvEpisode	Episode #6.7	Episode #6.7	0	1993	\N	\N
tt1224651	tvEpisode	Episode #1.9	Episode #1.9	0	1981	\N	\N
tt12247874	tvEpisode	Episode #1.2512	Episode #1.2512	0	\N	\N	\N
tt12248874	tvEpisode	Episode #19.10	Episode #19.10	0	\N	\N	\N
tt12249070	tvEpisode	Episode #1.265	Episode #1.265	0	\N	\N	\N
tt12249430	tvEpisode	Episode #8.189	Episode #8.189	0	2001	\N	\N
tt12251240	tvEpisode	Episode #1.10	Episode #1.10	0	2020	\N	\N
tt12253310	tvEpisode	Episode #1.502	Episode #1.502	0	\N	\N	\N
tt12253636	tvEpisode	Episode #1.73	Episode #1.73	0	\N	\N	\N
tt12257256	tvEpisode	Episode dated 6 August 2020	Episode dated 6 August 2020	0	2020	\N	\N
tt12260676	tvEpisode	Episode #1.4738	Episode #1.4738	0	\N	\N	\N
tt12265096	tvSeries	Ao dai uniform	Ao dai uniform	0	\N	\N	\N
tt12265560	tvEpisode	Episode #1.283	Episode #1.283	0	\N	\N	\N
tt1226837	movie	Beautiful Boy	Beautiful Boy	0	2018	\N	120
tt1227403	tvEpisode	Episode #2.3	Episode #2.3	0	2008	\N	\N
tt12275074	tvEpisode	Episode #1.40	Episode #1.40	0	2020	\N	\N
tt12276412	tvEpisode	Episode #1.863	Episode #1.863	0	\N	\N	\N
tt12277568	tvEpisode	Episode #1.4991	Episode #1.4991	0	\N	\N	\N
tt12283470	tvEpisode	Episode #1.2003	Episode #1.2003	0	2014	\N	\N
tt12283476	tvEpisode	Episode #1.2005	Episode #1.2005	0	2014	\N	\N
tt12284966	tvEpisode	Episode #1.26	Episode #1.26	0	2020	\N	\N
tt12285032	tvEpisode	Episode #1.22	Episode #1.22	0	2020	\N	\N
tt12285448	tvEpisode	Episode #1.1590	Episode #1.1590	0	\N	\N	\N
tt1229278	tvEpisode	Photo Finish	Photo Finish	0	2008	\N	\N
tt12296980	tvEpisode	Episode #1.2357	Episode #1.2357	0	\N	\N	\N
tt12301068	tvEpisode	Episode #1.2120	Episode #1.2120	0	\N	\N	\N
tt1230629	tvEpisode	Episode dated 28 February 1991	Episode dated 28 February 1991	0	1991	\N	\N
tt12306430	tvEpisode	Episode dated 12 March 2020	Episode dated 12 March 2020	0	2020	\N	\N
tt12307262	tvMiniSeries	Uruguay	Uruguay	0	2018	2018	\N
tt12308884	tvEpisode	Episode #1.337	Episode #1.337	0	\N	\N	\N
tt12309486	tvEpisode	Episode #1.505	Episode #1.505	0	\N	\N	\N
tt12309772	tvEpisode	Episode #4.38	Episode #4.38	0	\N	\N	\N
tt12310696	tvEpisode	Episode #1.2130	Episode #1.2130	0	\N	\N	\N
tt12312064	tvEpisode	Episode dated 2 October 2009	Episode dated 2 October 2009	0	2009	\N	\N
tt12312860	tvSpecial	Seth Rollins' Best Matches	Seth Rollins' Best Matches	0	2020	\N	242
tt12315092	tvEpisode	Episode #1.981	Episode #1.981	0	\N	\N	\N
tt12315114	tvEpisode	Episode dated 27 January 1972	Episode dated 27 January 1972	0	1972	\N	\N
tt12315772	tvEpisode	Episode #1.363	Episode #1.363	0	\N	\N	\N
tt12317694	tvEpisode	Episode #5.61	Episode #5.61	0	2007	\N	\N
tt12318602	tvEpisode	Episode #14.12	Episode #14.12	0	2013	\N	\N
tt12321554	tvEpisode	Episode #5.123	Episode #5.123	0	2016	\N	\N
tt1232616	tvEpisode	Episode #1.4	Episode #1.4	0	1997	\N	22
tt12327986	tvEpisode	Episode #1.2444	Episode #1.2444	0	\N	\N	\N
tt12328792	tvEpisode	Episode #1.373	Episode #1.373	0	\N	\N	\N
tt12329366	tvEpisode	Episode #2.58	Episode #2.58	0	1999	\N	\N
tt12331362	tvEpisode	Episode #8.4	Episode #8.4	0	2016	\N	\N
tt1233487	movie	Don't Look Down	No mires para abajo	0	2008	\N	85
tt12336688	tvEpisode	Episode #1.65	Episode #1.65	0	\N	\N	\N
tt1233796	tvEpisode	Episode #1.18	Episode #1.18	0	2007	\N	\N
tt12339108	short	Consumtion 101: Impulsive Consumption	Consumtion 101: Impulsive Consumption	0	2020	\N	23
tt12339648	short	Cheddar	Cheddar	0	\N	\N	\N
tt12347106	tvEpisode	Episode #11.24	Episode #11.24	0	\N	\N	\N
tt12351232	tvEpisode	Episode #1.3	Episode #1.3	0	2020	\N	\N
tt12354502	tvEpisode	Episode #14.36	Episode #14.36	0	2013	\N	\N
tt12355050	tvEpisode	Episode #1.59	Episode #1.59	0	\N	\N	\N
tt12355258	tvEpisode	Episode #14.8	Episode #14.8	0	\N	\N	\N
tt12359396	tvEpisode	Episode #8.16	Episode #8.16	0	\N	\N	\N
tt12359870	tvEpisode	Episode #1.3	Episode #1.3	0	1987	\N	\N
tt12359886	tvEpisode	Episode #2.164	Episode #2.164	0	\N	\N	\N
tt1236695	tvEpisode	Episode #27.7	Episode #27.7	0	1994	\N	\N
tt12367768	movie	Vuelta a la Izquierda	Vuelta a la Izquierda	0	2018	\N	\N
