name_id	name_	birth_year	death_year
nm1765043	Bruno Oliveira	\N	\N
nm0703122	Jorge Queiroga	\N	\N
nm12475841	Sameer Ojha	\N	\N
nm12475842	Pushkar Pandiit	\N	\N
nm13827418	Ajey Ashok Rai	\N	\N
nm1409127	Bert De Leon	1947	2021
nm0344231	Angelika Gruber	\N	\N
nm3510781	Riccardo Gullotta	\N	\N
nm1500360	Gabriele RothmÃ¼ller	1959	\N
nm13410198	Bud Daliwan	\N	\N
nm4456391	Eddie Edwards	\N	\N
nm2462636	Olga FlÃ³rez	\N	\N
nm4576442	Jose Luis Cortizas	\N	\N
nm0366709	Scott Hartford-Davis	\N	\N
nm1834600	Nick Pinn	\N	\N
nm2368564	John Sheedy	\N	\N
nm2218480	Rico Gutierrez	\N	\N
nm1058822	Petros Leokratis	1941	\N
nm1078207	Megaklis Vintiadis	1944	\N
nm13579770	Shailesh Bhimrao Dupare	\N	\N
nm0773780	Dick Schneider	1921	2007
nm2194147	Abdel Tornes	\N	\N
nm4327560	Joe Saba	\N	\N
nm7356608	R.K. Malineni	\N	\N
nm8864633	Ryan Neary	\N	\N
nm4707619	Al Greeze	\N	\N
nm13740716	Prathap Mani	\N	\N
nm5674678	Mussanje Mahesh	\N	\N
nm12828168	S.S. Lal	\N	\N
nm11316009	K.J. Thangapandiyan	\N	\N
nm1124242	Cristian Mason	\N	\N
nm1425867	Roberto Rebolledo	\N	\N
nm1163785	Yong-bok Jang	\N	\N
nm0851283	Joel Tator	\N	\N
nm10595247	Sulaiman	\N	\N
nm11221869	E. Vikramathithan	\N	\N
nm11130629	Piyush Ghosh	\N	\N
nm14020479	Nestor C. Casela	\N	\N
nm11500629	Niravi P. Pandiyan	\N	\N
nm14031150	Vicky Semou	\N	\N
nm1290823	Ainhoa Aierbe	1974	\N
nm8952741	Itziar Gomez	\N	\N
nm2515782	Idoia Uranga	\N	\N
nm13403066	Javier GarcÃ­a de VicuÃ±a	\N	\N
nm10009454	Aitor Aranguren	\N	\N
nm1751799	Javier VicuÃ±a	\N	\N
nm1319072	Benjamin Hidalgo	\N	\N
nm7570304	JosÃ© MarÃ­a Luperena	\N	\N
nm1041120	Jorge Palaz	\N	\N
nm0141225	Dick Carson	1929	2021
nm0613606	Shinobu Murata	1950	\N
nm0475495	Mohan Kuplari	\N	\N
nm10277832	Shaiju Sukesh	\N	\N
nm2366663	Kedar Shinde	\N	\N
nm3586107	Rania Haralabopoulou	\N	\N
nm2567260	Dimitris Kitsikoudis	\N	\N
nm1216911	Hani Khalifa	1970	\N
nm12375194	Abraham Chunkath	\N	\N
nm4110981	Tarik Haddad	\N	\N
nm1990067	Jaume ClÃ¨ries	1955	\N
nm0316602	Tim Gibbons	\N	\N
nm0058937	Matthew Bartley	\N	\N
nm0757877	Alfredo SaldaÃ±a	\N	\N
nm0836557	Eric Styles	1967	\N
nm1590212	Ibrahim Guerra	1944	\N
nm3536577	Ayuko Tsukahara	\N	\N
nm5293113	Mireia SchrÃ¶der	\N	\N
nm9844865	Kedar Vaidya	\N	\N
nm1958765	Jose FariÃ±as	\N	\N
nm0273986	JosÃ© Antonio Ferrara	\N	\N
nm12672130	Raouf Abdul Aziz	\N	\N
nm12618094	Hassan Mansour	\N	\N
nm9767098	Kareem Medhat	\N	\N
nm4068505	Khaled Naim	\N	\N
nm14376722	Ahmed Wafiq	\N	\N
nm11563987	Ashish Srivastava	\N	\N
nm6651426	Sreejith Paleri	\N	\N
nm14414977	Rishi Mandial	\N	\N
nm14414978	. Ram Pandey	\N	\N
nm14563365	Manoj Sharma	\N	\N
nm1120907	Daniel FarÃ­as	1933	2007
nm5765776	Josias Braga	\N	\N
nm14115405	Mangesh Kharat	\N	\N
nm0529889	EfraÃ­n LÃ³pez Neris	1937	\N
nm0167371	MartÃ­n Clutet	1925	2003
nm3981714	Bagdad Mustaphin	\N	\N
nm3981822	Aibarsha Bozheeva	\N	\N
nm3981708	Elena Prokoptseva	\N	\N
nm0876352	Vladimir Tyulkin	\N	\N
nm0508508	Shaohong Li	1955	\N
nm0954842	Nianping Zeng	\N	\N
nm11173237	Eduardo Matos	\N	\N
nm12785405	Kadiyala Anil	\N	\N
nm11255091	Siva Sekar	\N	\N
nm12851219	Noel Cabacungan	\N	\N
nm0275113	Wilfredo FerrÃ¡n	\N	2003
nm2116358	Mehran Modiri	1967	\N
nm0457554	Sakae Nitta	1938	\N
nm5536882	Graeme Moon	\N	\N
nm1301709	Ana Piterbarg	\N	\N
nm0686121	SebastiÃ¡n Pivotto	1971	\N
nm0355889	Matthew Hall	\N	\N
nm2283682	Serginho Groisman	1950	\N
nm0108837	Ralph Bridle	1950	\N
nm0958133	Michaela Zschiechow	1956	\N
nm5803290	Bobby Drake	\N	\N
nm1237009	Ed Hunter	\N	\N
nm2237374	Rob Dorn	\N	\N
nm1076223	Clint Childers	\N	\N
nm3158890	Sean Flannery	\N	\N
nm1539146	Leonardo Galavis	\N	\N
nm2529937	Arturo Manuitt	\N	\N
nm6353105	Wilson Alexander Chan	\N	\N
nm0952222	Yoram Zak	1970	\N
nm5680369	LluÃ­s Reales	\N	\N
nm0994393	Maksim Pezhemskiy	1963	\N
nm0556499	Oleg Maslennikov	1961	\N
nm12826714	Bata Nedich	\N	\N
nm0875548	Elena Tsyplakova	1958	\N
nm6508109	Alexander Montov	\N	\N
nm3476112	Iva Areias	\N	\N
nm1758192	Rafael Cruz	\N	\N
nm2605840	Carlos Dante	\N	\N
nm2119141	JosÃ© Carlos Santos	\N	\N
nm0784742	PatrÃ­cia Sequeira	1973	\N
nm0910992	Ming-Tai Wang	1966	\N
nm6635229	Benjamin Ling	\N	\N
nm6635227	Matthew Ong	\N	\N
nm0464296	Tony Osicka	\N	\N
nm6850266	Dimitris Petropoulos	\N	\N
nm0546672	Antonio Margheriti	1930	2002
nm0646019	Jon Olb	\N	\N
nm1766821	Vladimir Morozov	\N	\N
nm3150680	Igor Romaschenko	1966	\N
nm2916071	Lee Doll	\N	\N
nm0639479	Conal O'Brien	\N	\N
nm1930056	Francisco Quintanar	1958	\N
nm0842611	Lela Swift	1919	2015
nm0659632	Jop Pannekoek	1943	2003
nm0878452	Z. Tuzova	\N	\N
nm0576968	Telma Meira	\N	\N
nm0854104	Duarte Teixeira	\N	\N
nm3861808	Hugo Xavier	\N	\N
nm7963678	Jeong-gyoo Kim	\N	\N
nm6069479	Rong-hui Chen	\N	\N
nm5514695	Amy York Rubin	\N	\N
nm3007232	Bennet Silverman	\N	\N
nm8573559	Evan Scott	\N	\N
nm4375456	Parker Seaman	\N	\N
nm0055493	Angela Barnes	\N	\N
nm2576844	Jack Bishop	\N	\N
nm3852987	Sammi Cohen	\N	\N
nm3724959	Justin Nijm	\N	\N
nm1151780	Suzi Yoonessi	\N	\N
nm1451294	Ryan Shiraki	\N	\N
nm2633415	Glenn Garland	\N	\N
nm2355477	Diego Schliemann	\N	\N
nm0329353	Lenn Goodside	\N	\N
nm2802624	Andrew Hutton	\N	\N
nm8320037	Eun-Kyung Kim	\N	\N
nm8696182	Ashok Talwar	\N	\N
nm0664947	RogÃ©rio Passos	\N	\N
nm0884596	JesÃºs Valero	1906	1968
nm0009903	Andrej Acin	\N	\N
nm2333663	Robert Ostberg	\N	\N
nm4344290	Matthew Fifer	\N	\N
nm8644210	Jesse Conti	\N	\N
nm0959409	Diana Ã?lvarez	1942	2018
nm0034997	Emilio AriÃ±o	1931	1996
nm4039295	Enrique Acosta	\N	\N
nm2556224	Anna PÃ©rez PagÃ¨s	\N	\N
nm6543203	James Incledon	\N	\N
nm2833344	Chris Rowe	\N	\N
nm9030893	Bradley Trudgett	\N	\N
nm0608461	Alejandro Hugo Moser	1949	\N
nm1236399	Pablo VÃ¡zquez	\N	\N
nm3745470	Pablo Vazquez	\N	\N
nm0219175	Roberto Denis	\N	\N
nm0350907	Roberto GÃ³mez	\N	\N
nm1020314	Jorge Montero	\N	\N
nm0727972	Eduardo Ripari	\N	\N
nm0743957	Herval Rossano	1933	2007
nm1078193	Ricardo VicuÃ±a	\N	\N
nm1680305	Mauro Scandolari	\N	\N
nm0032853	RaÃºl Araiza	1935	2013
nm0112653	Jonathan Brough	\N	\N
nm0918331	Federico Weingartshofer	\N	2016
nm2828890	Earnest Winborne	\N	\N
nm2547810	Taizan GotÃ´	1896	\N
nm1283825	Carsten Meyer-GrohbrÃ¼gge	1968	\N
nm0777017	Volker Schwab	\N	\N
nm0145114	Julio Castillo	\N	\N
nm9257665	Emanuel Sferios	\N	\N
nm0288290	VÃ­ctor Fouilloux	\N	\N
nm0306236	JosÃ© Ã?ngel GarcÃ­a	1950	2021
nm0721208	Claudio Reyes	\N	2017
nm0243455	Karina Duprez	\N	\N
nm0586069	Monica Miguel	1936	2020
nm0532808	Gilberto Macin	\N	\N
nm0959664	Aurelio Ã?vila	\N	\N
nm2213557	Carlos Santos	\N	\N
nm1357857	Otto RodrÃ­guez	\N	\N
nm0527004	Gustavo Luppi	\N	\N
nm0657452	Federico Palazzo	\N	\N
nm0907416	Gabriel Walfenzao	\N	\N
nm0224970	Edgar Diaz	\N	\N
nm1266342	Ãdgar Liendo	\N	\N
nm0180917	FabiÃ¡n Corres	\N	\N
nm0666021	Javier 'Fox' PatrÃ³n	\N	\N
nm1048554	Junji Nishimura	1955	\N
nm1329162	Claudio Callao	\N	\N
nm0217087	Yuri Delgado	\N	\N
nm1865463	Luis GaitÃ¡n	\N	\N
nm0482901	Luis Alberto Lamata	1959	\N
nm1345000	JosÃ© Alcalde	\N	\N
nm1884309	Orlando Agrella	\N	\N
nm0523539	Miguel Ã?ngel Lozana	\N	\N
nm6282498	Sheylla GonÃ§alves	\N	\N
nm0037766	Graeme Arthur	\N	1979
nm0189336	Brian Crossley	1926	2012
nm0423053	Sergio JimÃ©nez	1937	2007
nm0314069	RubÃ©n Gerbasi	\N	\N
nm1496040	Eduardo MacÃ­as	\N	\N
nm0198852	Pedro DamiÃ¡n	1952	\N
nm0096539	AntÃ³nio Borges Correia	\N	\N
nm0110021	Paulo Brito	\N	\N
nm3824367	Ricardo Carreira	\N	\N
nm0210258	LourenÃ§o de Mello	1966	\N
nm2225920	LuÃ­s Pamplona	\N	\N
nm0195270	Grazio D'Angelo	\N	\N
nm0897852	Juan Carlos Villamizar	\N	\N
nm0422874	Antulio JimÃ©nez Pons	1928	\N
nm0267408	Regis Faria	1969	\N
nm0592132	Leonardo Miranda	\N	\N
nm0735083	CÃ©sar Rodrigues	\N	\N
nm0818912	Edson Spinello	\N	\N
nm8463100	Maura Mazurowski	\N	\N
nm0561336	Amora Mautner	1975	\N
nm1163899	Vinicius Coimbra	\N	\N
nm0897829	JosÃ© Luiz Villamarim	\N	\N
nm0142438	Dennis Carvalho	1947	\N
nm0554045	Henrique Martins	1933	2018
nm0100189	Reynaldo Boury	\N	2022
nm0276899	Daniel Filho	1937	\N
nm0667257	Marcos Paulo	1951	2012
nm0682538	JosÃ© Carlos Pieri	\N	\N
nm9979412	Jocelyn E. Green	\N	\N
nm0136695	RÃ©gis Cardoso	1934	2005
nm0178957	IgnÃ¡cio Coqueiro	\N	\N
nm0267399	MaurÃ­cio Farias	1960	\N
nm0537354	Wolf Maya	1953	\N
nm2166509	Domenico Distilo	\N	\N
nm0467226	Wanda Kosmo	1930	2007
nm0002634	Imogen Murphy	\N	\N
nm0042771	Walter Avancini	1935	2001
nm0754474	FÃ¡bio Sabag	1931	2008
nm0142458	JoÃ£o Paulo Carvalho	\N	\N
nm0848222	Roberto Talma	1949	2015
nm0100187	Alexandre Boury	\N	\N
nm0273084	Jorge Fernando	1955	2019
nm0326950	RogÃ©rio Gomes	\N	\N
nm0871352	Marcelo Travesso	\N	\N
nm1160343	Eduardo Sidney	\N	\N
nm0895695	Zelito Viana	1938	\N
nm3636810	Prince Dhiman	\N	\N
nm0481498	Jacques LagÃ´a	\N	\N
nm0780391	Antonino Seabra	1933	\N
nm0759469	Aldo Salvini	1964	\N
nm9665618	Sandro MÃ©ndez	\N	\N
nm9393779	Francisco Ã?lvarez	\N	\N
nm3868826	Grzegorz Debowski	\N	\N
nm3766785	Jose Iglesias Vigil	1972	\N
nm4038772	Grzegorz Waller	\N	\N
nm0482774	Joel Lamangan	\N	\N
nm5646734	Luis Barrios	\N	\N
nm0401667	AlÃ­ Humar	1945	2021
nm0062879	Ruel S. Bayani	\N	\N
nm1227859	Clay Jacobsen	\N	\N
nm10211025	Rodrigo Badoino	\N	\N
nm0010500	Khryss Adalia	\N	2008
nm1699163	Soxy Topacio	1952	2017
nm1204075	Arturo Salgado	\N	\N
nm1957846	Jatin Ravasia	\N	\N
nm5785112	Ghanshyam Pathak	\N	\N
nm1656334	Arshad Syed	\N	\N
nm10050591	Rishi Tyagi	\N	\N
nm1966600	Nivedita Basu	\N	\N
nm2341670	Thiago Teitelroit	\N	\N
nm0004000	Gustavo FernÃ¡ndez	\N	\N
nm0342165	NatÃ¡lia Grimberg	\N	\N
nm9783578	Inder Das	\N	\N
nm3771559	Arvind Babbal	\N	\N
nm11905715	Ravit Kumar Tyagi	\N	\N
nm4109993	Anil Dubey	1968	\N
nm1326819	Evgenia Economou	\N	\N
nm1203199	Kostas Kostopoulos	1965	\N
nm1334970	Spyros Michalopoulos	\N	\N
nm1600838	George Siougas	\N	\N
nm1033415	Giannis Vasileiadis	\N	\N
nm4972194	Anindya Bandopadhyay	\N	\N
nm0081390	Marek Bielecki	1960	\N
nm5974300	Swarnendu Samaddar	\N	\N
nm4604194	Siddharth Sengupta	\N	\N
nm1043713	Antonio Hens	1969	\N
nm5013061	Ravi Bhushan	\N	\N
nm5012547	Nissar Parvez	\N	\N
nm5093723	Sudhir Sharma	\N	\N
nm0310015	Janusz Gauer	1954	\N
nm8744023	Lalit Mohan	\N	\N
nm11827465	Afzal Sayyed	\N	\N
nm3426557	Merass Sadek	\N	\N
nm10516460	Lili Jiao	\N	\N
nm6868158	Nan Li	\N	\N
nm10516459	Ziqi Liu	\N	\N
nm10497760	Serkan Mut	\N	\N
nm2375975	Ayhan Ãzen	\N	\N
nm0000014	Olivia de Havilland	1916	2020
nm0000047	Sophia Loren	1934	\N
nm0000051	James Mason	1909	1984
nm0000053	Robert Mitchum	1917	1997
nm0000063	Anthony Quinn	1915	2001
nm0000080	Orson Welles	1915	1985
nm0000107	Kim Basinger	1953	\N
nm0000123	George Clooney	1961	\N
nm0000158	Tom Hanks	1956	\N
nm0000161	Salma Hayek	1966	\N
nm0000173	Nicole Kidman	1967	\N
nm0000182	Jennifer Lopez	1969	\N
nm0000185	Dolph Lundgren	1957	\N
nm0000194	Julianne Moore	1960	\N
nm0000206	Keanu Reeves	1964	\N
nm0000211	Mimi Rogers	1956	\N
nm0000236	Jennifer Tilly	1958	\N
nm0000264	Pedro AlmodÃ³var	1949	\N
nm0000330	Stockard Channing	1944	\N
nm0000354	Matt Damon	1970	\N
nm0000367	GÃ©rard Depardieu	1948	\N
nm0000369	Matt Dillon	1964	\N
nm0000378	Minnie Driver	1970	\N
nm0000392	Morgan Fairchild	1950	\N
nm0000435	Daryl Hannah	1960	\N
nm0000442	Rutger Hauer	1944	2019
nm0000457	John Hurt	1940	2017
nm0000489	Christopher Lee	1922	2015
nm0000493	Jack Lemmon	1925	2001
nm0000507	Rob Lowe	1964	\N
nm0000527	Walter Matthau	1920	2000
nm0000652	James Spader	1960	\N
nm0000654	Terence Stamp	1938	\N
nm0000691	John Waters	1946	\N
nm0000698	Gene Wilder	1933	2016
nm0000734	Eddie Albert	1906	2005
nm0000742	June Allyson	1917	2006
nm0000752	Judith Anderson	1897	1992
nm0000771	Lysette Anthony	1963	\N
nm0000799	Edward Asner	1929	2021
nm0000842	Martin Balsam	1919	1996
nm0000885	Ned Beatty	1937	2021
nm0000933	Valerie Bertinelli	1960	\N
nm0000967	Eric Braeden	1941	\N
nm0000996	LeVar Burton	1957	\N
nm0001005	Jane Campion	1954	\N
nm0001012	Claudia Cardinale	1938	\N
nm0001040	Joan Chen	1961	\N
nm0001080	Lindsay Crouse	1948	\N
nm0001098	Rodney Dangerfield	1921	2004
nm0001153	Lesley-Anne Down	1954	\N
nm0001157	Patty Duke	1946	2016
nm0001170	Roger Ebert	1942	2013
nm0001252	Vincent Gallo	1961	\N
nm0001363	Jane Horrocks	1964	\N
nm0001370	Finola Hughes	1959	\N
nm0001379	John Huston	1906	1987
nm0001428	Klaus Kinski	1926	1991
nm0001640	Richard Pryor	1940	2005
nm0001664	James Remar	1953	\N
nm0001672	Joan Rivers	1933	2014
nm0001689	Mercedes Ruehl	1948	\N
nm0001695	George Sanders	1906	1972
nm0001769	Howard Stern	1954	\N
nm0001846	Vanna White	1957	\N
nm0001856	Oprah Winfrey	1954	\N
nm0001859	Shelley Winters	1920	2006
nm0001872	Steve Zahn	1967	\N
nm0001888	Robert Douglas	1909	1999
nm0001973	Christie Brinkley	1954	\N
nm0001992	Johnny Carson	1925	2005
nm0002016	William Conrad	1920	1994
nm0002038	Gloria DeHaven	1925	2016
nm0002054	Sheena Easton	1959	\N
nm0002143	Edward Everett Horton	1886	1970
nm0002198	Charles Aznavour	1924	2018
nm0002332	Stephen Lang	1952	\N
nm0002615	Siegmund Lubin	1851	1923
nm0003073	Arno	1949	2022
nm0003259	Nils Post	1960	\N
nm0003285	Kerstin Kexel	1964	\N
nm0004464	Heinz RÃ¼hmann	1902	1994
nm0004471	Subhalekha Sudhakar	1960	\N
nm0004496	Van Johnson	1916	2008
nm0004737	Shari Belafonte	1954	\N
nm0004746	Tony Bennett	1926	\N
nm0004804	Drew Carey	1958	\N
nm0004805	Adam Carolla	1964	\N
nm0004806	Charisma Carpenter	\N	\N
nm0004817	Matt CedeÃ±o	1973	\N
nm0004856	Carson Daly	1973	\N
nm0004872	Don Diamont	1962	\N
nm0004882	Phil Donahue	1935	\N
nm0004903	Kevin Eubanks	1957	\N
nm0004931	June Foray	1917	2017
nm0004939	Joe Frazier	1944	2011
nm0004957	Leeza Gibbons	1957	\N
nm0004961	Vince Gill	1957	\N
nm0004983	Buddy Hackett	1924	2003
nm0004985	Edd Hall	1958	\N
nm0005049	Allison Janney	1959	\N
nm0005086	Kathleen Kennedy	1953	\N
nm0005092	Larry King	1933	2021
nm0005143	Jay Leno	1950	\N
nm0005234	Donna Mills	1940	\N
nm0005302	Austin Peck	1971	\N
nm0005310	Regis Philbin	1931	2020
nm0005340	Peter Reckell	1955	\N
nm0005355	Alfonso Ribeiro	1971	\N
nm0005419	Judy Sheindlin	1942	\N
nm0005722	Hone Glendinning	1912	1997
nm0005755	Victor J. Kemper	1927	\N
nm0005777	Dietrich Lohmann	1943	1997
nm0005784	Oliver T. Marsh	1892	1941
nm0005807	Oswald Morris	1915	2014
nm0005888	Harry Stradling Jr.	1925	2017
nm0005909	Brian Tufano	1939	2023
nm0005919	Mario Vulpiani	\N	\N
nm0005939	Elner Ãkesson	1890	1962
nm0005968	Werner Bochmann	1900	1993
nm0006086	Gerald Fried	1928	2023
nm0006099	Richard Gibbs	1955	\N
nm0006112	Ron Grainer	1922	1981
nm0006199	Fons Merkies	1966	\N
nm0006231	Basil Poledouris	1945	2006
nm0006238	AndrÃ© Previn	1929	2019
nm0006277	Lalo Schifrin	1932	\N
nm0006314	Jules Sylvain	1900	1968
nm0006328	Teo Usuelli	1920	2009
nm0006428	Arlene Dahl	1925	2021
nm0006573	Philippe Leroy	1930	\N
nm0006837	Bill Melendez	1916	2008
nm0008066	Tony Abbott	\N	\N
nm0008084	Carol Abboud	\N	\N
nm0008107	Catarina Abdalla	1959	\N
nm0008131	Mohamed Abdel Gawad	\N	\N
nm0008369	Sadao Abe	1970	\N
nm0008640	Betty Aberlin	1942	\N
nm0009889	Patricio Achurra	1943	\N
nm0010075	Jensen Ackles	1978	\N
nm0010353	JesÃºs AcuÃ±a	\N	\N
nm0011119	Kaye Adams	1962	\N
nm0012078	Scott Adkins	1976	\N
nm0012271	Mike Adley	\N	\N
nm0012476	Patricia Adriani	1958	\N
nm0012615	Lulu Aertgeerts	1963	\N
nm0012661	Valeriy Afanasev	1949	\N
nm0013116	Tom Agnello	\N	\N
nm0013409	Alessandra Aguiar	1987	\N
nm0013679	Beatriz Aguirre	1925	2019
nm0013741	RamÃ³n Agirre	1949	\N
nm0013793	Marvin Agustin	1979	\N
nm0013833	Ah-Lei Gua	1944	\N
nm0013972	Mac Ahlberg	1931	2012
nm0014210	Jae-wook Ahn	1971	\N
nm0014426	Ãscar Aibar	\N	\N
nm0015531	Ignat Akrachkov	1976	\N
nm0015769	Aleksandar Alac	1960	\N
nm0016041	Pablo AlarcÃ³n	1946	\N
nm0016089	Zeki Alasya	1943	2015
nm0016798	Cristina AlberÃ³	1946	\N
nm0017156	Mariela AlcalÃ¡	1964	\N
nm0018368	Denise Alexander	1939	\N
nm0019081	Marcelo Alfaro	1963	2012
nm0019172	Kristian Alfonso	1963	\N
nm0020039	Fazila Allana	\N	\N
nm0020230	Rex Allen Jr.	1947	\N
nm0020490	Elizabeth Allen	1929	2006
nm0020635	Jeff Allin	\N	\N
nm0021191	Cristina Allende	\N	\N
nm0021216	Alicia Aller	1940	2008
nm0021675	Heath Allyn	1970	\N
nm0021961	Alan Almond	\N	\N
nm0022034	Ãva AlmÃ¡ssy Albert	1948	\N
nm0022172	Ernesto Alonso	1917	2007
nm0022758	Tom Alter	1950	2017
nm0022852	Michael Altinger	1970	\N
nm0023522	Sofia Alves	1973	\N
nm0024102	Frederic Amat	1952	\N
nm0024302	Ambika	1962	\N
nm0024720	Rachel Ames	1929	\N
nm0024766	Virginia Amestoy	\N	\N
nm0025954	Jacqueline Andere	1938	\N
nm0026097	Bibiana FernÃ¡ndez	1954	\N
nm0026388	Axel Anderson	1929	2012
nm0026536	Clive Anderson	1952	\N
nm0026994	Katherine Anderson	1911	2001
nm0027722	Karl Andersson	1899	1967
nm0028007	Tuca Andrada	1964	\N
nm0028950	Vasos Andrianos	1941	1999
nm0029176	Arnaldo AndrÃ©	1943	\N
nm0029239	Sandrine AndrÃ©	1973	\N
nm0029577	Angelika Dela Cruz	1981	\N
nm0030022	Tony Anholt	1941	2002
nm0030480	Malaina Anousaki	1916	2000
nm0031043	Babis Anthopoulos	1933	2021
nm0031183	Jorge AntolÃ­n	\N	\N
nm0031433	Brigitte Antonius	1933	\N
nm0031542	AntoÃ±ete	1932	2011
nm0031630	David AntÃ³n	\N	\N
nm0031709	Chico Anysio	1931	2012
nm0032633	Carlo Aquino	1985	\N
nm0032793	AngÃ©lica AragÃ³n	1953	\N
nm0032843	Armando Araiza	\N	\N
nm0032954	Facundo Arana	1972	\N
nm0032955	Hugo Arana	1943	2020
nm0033043	Luis Eduardo Arango	1950	\N
nm0033746	Army Archerd	1922	2009
nm0034147	MimÃ­ ArdÃº	1956	\N
nm0034498	Alberto Argibay	1932	2007
nm0035365	JÃ¶rg Armbruster	1947	\N
nm0035930	Valorie Armstrong	1941	\N
nm0036136	Jacques Arndt	1914	\N
nm0036351	Angelika Arnold	\N	\N
nm0036387	Christof Arnold	1970	\N
nm0037644	Nohely Arteaga	1963	\N
nm0037879	Roberto ArtiagoitÃ­a	\N	\N
nm0038358	YÃ»ko Asano	1960	\N
nm0038868	Irving Asher	1903	1985
nm0039450	Arthur Askey	1900	1982
nm0039602	Miyoko AsÃ´	1940	2018
nm0040101	RaÃºl Astor	1925	1995
nm0042200	Aurora Cortez	1975	\N
nm0042925	Jorge AvendaÃ±o	\N	\N
nm0043241	Shai Avivi	1964	\N
nm0044078	Anna AzcÃ¡rate	1961	\N
nm0044142	David Azcano	1971	\N
nm0044260	Ayu Azhari	1970	\N
nm0044293	Kartina Aziz	\N	\N
nm0045119	Aruna Irani	1946	\N
nm0045298	Christian Bach	1959	2019
nm0046438	Claudio BÃ¡ez	1948	2017
nm0048220	Amanda Baker	1979	\N
nm0048468	George Baker	1931	2011
nm0049325	Aracy Balabanian	1942	\N
nm0051558	Michala Banas	1978	\N
nm0051578	Hirofumi Banba	1950	\N
nm0052186	Jonathan Banks	1947	\N
nm0052208	Louis Banks	\N	\N
nm0052488	RocÃ­o Banquells	1958	\N
nm0053532	Aldo Barbero	1937	2013
nm0053644	Andrea Barbieri	1965	\N
nm0053895	Pete Barbutti	1934	\N
nm0053941	Jaime Barcellos	1930	1980
nm0054697	Ike Barinholtz	1977	\N
nm0054744	Sooraj R. Barjatya	1965	\N
nm0054837	Bob Barker	1923	\N
nm0055003	Travis Barker	1975	\N
nm0055056	Barrie Barkla	1943	\N
nm0056442	Jaroslaw Barow	\N	\N
nm0056550	Nathan Barr	\N	\N
nm0056705	Marleen Barras	\N	\N
nm0057368	Chris Barrie	1960	\N
nm0057741	Alejandra Barros	1971	\N
nm0057920	Marion Barry Jr.	1936	2014
nm0058429	Joanna Bartel	1952	\N
nm0059941	Cezmi Baskin	1946	\N
nm0060169	Johanna Bassermann	1906	1998
nm0060705	Beatriz Batarda	1974	\N
nm0061031	Simon Bates	1947	\N
nm0061055	David Bateson	1960	\N
nm0061569	Don Battye	1938	2016
nm0061622	Irene Bau	1969	\N
nm0063001	Melek Baykal	1954	\N
nm0063124	Lorraine Bayly	1937	\N
nm0063232	Shlomit Baytelman	1949	\N
nm0064575	Bill Beaumont	1952	\N
nm0065207	Kinsey Beck	\N	\N
nm0066075	Rakesh Bedi	1954	\N
nm0066909	Briony Behets	1951	\N
nm0067079	Sam Behrens	1950	\N
nm0067429	Ivan Bekjarev	1946	2020
nm0069166	Marco Bellocchio	1939	\N
nm0069783	Anatoliy Belyy	1972	\N
nm0070733	Leonor Benedetto	1941	\N
nm0072240	Chris Benoit	1967	2007
nm0073217	John Beradino	1917	1996
nm0073588	Cordelia Beresford	\N	\N
nm0073595	Harry Beresford	1863	1944
nm0076241	Hilda Bernard	1920	2022
nm0076375	Robyn Bernard	1959	\N
nm0076673	Bernice Berner	\N	\N
nm0076922	Lourdes Berninzon	\N	\N
nm0077724	Ross Berryman	1954	\N
nm0078069	Diego Bertie	1967	2022
nm0078452	Valeria Bertuccelli	1969	\N
nm0079273	Paul Bettany	1971	\N
nm0079433	Fred Betts	\N	1977
nm0079815	Rodney Bewes	1937	2017
nm0080107	Giannis Bezos	1956	\N
nm0080315	Mahesh Bhatt	1948	\N
nm0080426	Nagesh Bhonsle	1960	\N
nm0080511	Pedro Bial	1958	\N
nm0081322	Adrianna Biedrzynska	1962	\N
nm0082600	Fritiof Billquist	1901	1972
nm0083222	Thelma Biral	1941	\N
nm0083907	Janine Bischops	1942	\N
nm0084086	Joey Bishop	1918	2007
nm0084340	Gemma Bissix	1983	\N
nm0084642	Bill Bixby	1934	1993
nm0084812	Trond Bjerknes	1958	\N
nm0086247	Frank Blair	1915	1995
nm0086924	Dominique Blanc	1956	\N
nm0086984	Nida Blanca	1936	2001
nm0087254	Eva Blanco	1929	\N
nm0087324	Rita Blanco	1963	\N
nm0088052	Christine Lampard	1979	\N
nm0089063	Giselle Blondet	1966	\N
nm0089454	Susan Blu	1948	\N
nm0089882	Graeme Blundell	1945	\N
nm0090123	Daniel Boaventura	1970	\N
nm0090283	Kunchacko Boban	1976	\N
nm0090894	BastiÃ¡n BodenhÃ¶fer	1961	\N
nm0091053	Jacques Bodoin	1921	2019
nm0091688	Mikhail Bogdasarov	1960	\N
nm0092051	Allan Bohlin	1907	1959
nm0092188	Jean Boht	1932	\N
nm0092286	Francisco Boira	1971	\N
nm0092639	James Bolam	1935	\N
nm0093198	Stoffel Bollu	1987	\N
nm0093284	Aleksandr Bokovikov	\N	\N
nm0094106	K. Bondarevsky	\N	\N
nm0094531	Chris Boni	1936	\N
nm0094686	Wigald Boning	1967	\N
nm0094828	Chantal Nobel	1948	\N
nm0095017	Hugh Bonneville	1963	\N
nm0096099	Dan Bordeianu	\N	\N
